OTU_ID,taxID,taxon,rank,score,kingdom,phylum,class,order,family,genus,species
MOTU13170,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13171,131567,cellular organisms,no rank,1,,,,,,,
MOTU13172,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13173,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13174,131567,cellular organisms,no rank,1,,,,,,,
MOTU13175,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13176,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13177,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13178,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13179,930023,Compsopogonophyceae,class,1,,,Compsopogonophyceae,,,,
MOTU13180,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13181,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
MOTU13182,122242,Spirastrellidae,family,0.9979,Metazoa,Porifera,Demospongiae,Clionaida,Spirastrellidae,,
MOTU13183,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13184,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13185,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13186,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13187,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13188,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13189,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13190,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13191,33850,Bacillariophycidae,no rank,0.9992,,Bacillariophyta,Bacillariophyceae,,,,
MOTU13192,33836,Coscinodiscophyceae,class,0.9998,,Bacillariophyta,Coscinodiscophyceae,,,,
MOTU13193,33630,Alveolata,no rank,1,,,,,,,
MOTU13194,5878,Ciliophora,no rank,0.9089,,,,,,,
MOTU13195,3183,Cladophorales,order,1,Viridiplantae,Chlorophyta,Ulvophyceae,Cladophorales,,,
MOTU13196,136419,Cercozoa,no rank,1,,,,,,,
MOTU13197,2759,Eukaryota,superkingdom,0.9999,,,,,,,
MOTU13198,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13199,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU13200,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13201,33849,Bacillariophyceae,class,1,,Bacillariophyta,Bacillariophyceae,,,,
MOTU13202,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13203,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13204,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU13205,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU13206,136419,Cercozoa,no rank,1,,,,,,,
MOTU13207,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13208,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13209,33674,Thraustochytriaceae,family,1,,,Labyrinthulomycetes,,Thraustochytriaceae,,
MOTU13210,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
MOTU13211,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13212,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13213,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13214,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13215,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13216,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13217,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13218,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU13219,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13220,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13221,569578,PX clade,no rank,1,,,,,,,
MOTU13222,3041,Chlorophyta,phylum,0.9998,Viridiplantae,Chlorophyta,,,,,
MOTU13223,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13224,136419,Cercozoa,no rank,1,,,,,,,
MOTU13225,131567,cellular organisms,no rank,1,,,,,,,
MOTU13226,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU13227,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU13228,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13229,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13230,1,root,no rank,1,,,,,,,
MOTU13231,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13232,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13233,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13234,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13235,131567,cellular organisms,no rank,1,,,,,,,
MOTU13236,3027,Cryptophyta,class,1,,,Cryptophyta,,,,
MOTU13237,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13238,131567,cellular organisms,no rank,1,,,,,,,
MOTU13239,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13240,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13241,33837,Biddulphiophycidae,subclass,0.982,,Bacillariophyta,Mediophyceae,,,,
MOTU13242,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13243,6373,Terebellida,order,1,Metazoa,Annelida,Polychaeta,Terebellida,,,
MOTU13244,197908,Litonotidae,family,0.9821,,,Litostomatea,Pleurostomatida,Litonotidae,,
MOTU13245,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13246,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13247,131567,cellular organisms,no rank,1,,,,,,,
MOTU13248,136419,Cercozoa,no rank,1,,,,,,,
MOTU13249,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13250,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13251,131567,cellular organisms,no rank,1,,,,,,,
MOTU13252,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
MOTU13253,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13254,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU13255,2759,Eukaryota,superkingdom,0.934,,,,,,,
MOTU13256,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13257,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13258,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13259,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13260,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13261,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13262,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13263,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13264,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13265,3027,Cryptophyta,class,1,,,Cryptophyta,,,,
MOTU13266,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13267,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13268,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13269,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13270,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13271,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13272,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13273,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13274,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13275,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13276,131567,cellular organisms,no rank,1,,,,,,,
MOTU13277,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13278,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13279,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13280,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU13281,33634,Stramenopiles,no rank,1,,,,,,,
MOTU13282,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13283,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13284,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13285,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13286,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13287,131567,cellular organisms,no rank,1,,,,,,,
MOTU13288,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13289,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13290,2864,Dinophyceae,class,0.9971,,,Dinophyceae,,,,
MOTU13291,131567,cellular organisms,no rank,1,,,,,,,
MOTU13292,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13293,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13294,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13295,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13296,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13297,131567,cellular organisms,no rank,1,,,,,,,
MOTU13298,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13299,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13300,1,root,no rank,1,,,,,,,
MOTU13301,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13302,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13303,3027,Cryptophyta,class,1,,,Cryptophyta,,,,
MOTU13304,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13305,2759,Eukaryota,superkingdom,0.9992,,,,,,,
MOTU13306,403651,Pfiesteriaceae,family,1,,,Dinophyceae,Peridiniales,Pfiesteriaceae,,
MOTU13307,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13308,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13309,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13310,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU13311,2759,Eukaryota,superkingdom,0.9986,,,,,,,
MOTU13312,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13313,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13314,6072,Eumetazoa,no rank,1,Metazoa,,,,,,
MOTU13315,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13316,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13317,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13319,33850,Bacillariophycidae,no rank,0.9999,,Bacillariophyta,Bacillariophyceae,,,,
MOTU13320,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13321,131567,cellular organisms,no rank,1,,,,,,,
MOTU13322,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13323,2953,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,
MOTU13324,131567,cellular organisms,no rank,1,,,,,,,
MOTU13325,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU13326,131567,cellular organisms,no rank,1,,,,,,,
MOTU13327,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13328,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU13329,131567,cellular organisms,no rank,1,,,,,,,
MOTU13330,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13331,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13332,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13333,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13334,35680,Pedinellales,order,1,,,Dictyochophyceae,Pedinellales,,,
MOTU13335,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13336,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13337,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU13338,1,root,no rank,1,,,,,,,
MOTU13339,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13340,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13341,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13342,6040,Porifera,phylum,1,Metazoa,Porifera,,,,,
MOTU13343,2836,Bacillariophyta,phylum,0.9994,,Bacillariophyta,,,,,
MOTU13344,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13345,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13346,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13347,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13348,6040,Porifera,phylum,1,Metazoa,Porifera,,,,,
MOTU13349,131567,cellular organisms,no rank,1,,,,,,,
MOTU13350,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13351,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13352,1206794,Ecdysozoa,no rank,1,Metazoa,,,,,,
MOTU13353,122238,Syllidae,family,0.9924,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
MOTU13354,72033,Siphonostomatoida,order,1,Metazoa,Arthropoda,Hexanauplia,Siphonostomatoida,,,
MOTU13355,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13356,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU13357,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13358,33317,Protostomia,no rank,1,Metazoa,,,,,,
MOTU13359,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13360,136419,Cercozoa,no rank,1,,,,,,,
MOTU13361,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13362,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13364,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU13365,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13366,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13367,4774,Thraustochytrium,genus,1,,,Labyrinthulomycetes,,Thraustochytriaceae,Thraustochytrium,
MOTU13368,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13369,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13370,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13371,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13372,6049,Haplosclerida,order,0.9983,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU13373,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13374,38748,Naviculales,order,0.9992,,Bacillariophyta,Bacillariophyceae,Naviculales,,,
MOTU13375,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13376,2759,Eukaryota,superkingdom,0.9967,,,,,,,
MOTU13377,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13378,1,root,no rank,1,,,,,,,
MOTU13379,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13380,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13381,2759,Eukaryota,superkingdom,0.9963,,,,,,,
MOTU13382,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13383,2759,Eukaryota,superkingdom,0.9359,,,,,,,
MOTU13384,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13386,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU13387,31265,Acoela,class,1,Metazoa,Xenacoelomorpha,Acoela,,,,
MOTU13388,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13389,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13390,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13391,131567,cellular organisms,no rank,1,,,,,,,
MOTU13392,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13393,131567,cellular organisms,no rank,1,,,,,,,
MOTU13394,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU13395,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13396,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13397,131567,cellular organisms,no rank,1,,,,,,,
MOTU13398,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13399,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13400,131567,cellular organisms,no rank,1,,,,,,,
MOTU13401,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13402,2836,Bacillariophyta,phylum,0.9961,,Bacillariophyta,,,,,
MOTU13403,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13404,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13405,33317,Protostomia,no rank,1,Metazoa,,,,,,
MOTU13406,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU13407,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU13408,35140,Chrysochromulina,genus,1,,,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
MOTU13409,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13410,2830,Haptophyceae,no rank,1,,,,,,,
MOTU13411,2953,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,
MOTU13412,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13413,33634,Stramenopiles,no rank,0.9694,,,,,,,
MOTU13414,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13415,136419,Cercozoa,no rank,1,,,,,,,
MOTU13416,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13417,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13418,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13419,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU13420,2864,Dinophyceae,class,0.998,,,Dinophyceae,,,,
MOTU13421,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13422,2759,Eukaryota,superkingdom,0.9996,,,,,,,
MOTU13423,5878,Ciliophora,no rank,1,,,,,,,
MOTU13424,2759,Eukaryota,superkingdom,0.9997,,,,,,,
MOTU13425,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13426,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13427,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13428,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13429,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU13430,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13431,2759,Eukaryota,superkingdom,0.9991,,,,,,,
MOTU13432,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13433,1,root,no rank,1,,,,,,,
MOTU13434,2830,Haptophyceae,no rank,1,,,,,,,
MOTU13435,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13436,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU13437,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU13438,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13439,131567,cellular organisms,no rank,1,,,,,,,
MOTU13440,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13441,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13442,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
MOTU13443,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13444,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13445,33836,Coscinodiscophyceae,class,0.9867,,Bacillariophyta,Coscinodiscophyceae,,,,
MOTU13446,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13447,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13448,33630,Alveolata,no rank,1,,,,,,,
MOTU13449,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13450,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13451,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13452,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU13453,38748,Naviculales,order,0.9366,,Bacillariophyta,Bacillariophyceae,Naviculales,,,
MOTU13454,41873,Mamiellaceae,family,1,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,
MOTU13455,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13456,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13457,131567,cellular organisms,no rank,1,,,,,,,
MOTU13458,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13459,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13460,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13461,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13462,198613,Philasterida,order,0.9996,,,Oligohymenophorea,Philasterida,,,
MOTU13463,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13464,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13465,29202,Thalassiosiraceae,family,1,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
MOTU13466,33634,Stramenopiles,no rank,1,,,,,,,
MOTU13467,2759,Eukaryota,superkingdom,0.9634,,,,,,,
MOTU13468,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13469,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13470,2836,Bacillariophyta,phylum,0.9999,,Bacillariophyta,,,,,
MOTU13471,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13472,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13473,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13474,2045261,Rhodymeniophycidae,subclass,1,,,Florideophyceae,,,,
MOTU13475,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13476,2759,Eukaryota,superkingdom,0.9996,,,,,,,
MOTU13477,66801,Gymnodiniaceae,family,0.9778,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
MOTU13478,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13479,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU13480,71490,Sacoglossa,no rank,0.9993,Metazoa,Mollusca,Gastropoda,,,,
MOTU13481,2953,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,
MOTU13482,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13483,131567,cellular organisms,no rank,1,,,,,,,
MOTU13484,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13485,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13486,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13487,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13488,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13489,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13490,33850,Bacillariophycidae,no rank,1,,Bacillariophyta,Bacillariophyceae,,,,
MOTU13491,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU13492,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13493,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13494,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13495,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13496,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13497,3027,Cryptophyta,class,0.9352,,,Cryptophyta,,,,
MOTU13498,3027,Cryptophyta,class,1,,,Cryptophyta,,,,
MOTU13499,131567,cellular organisms,no rank,1,,,,,,,
MOTU13500,116704,Eubrachyura,no rank,0.9939,Metazoa,Arthropoda,Malacostraca,Decapoda,,,
MOTU13501,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13502,2759,Eukaryota,superkingdom,0.9993,,,,,,,
MOTU13503,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13504,2953,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,
MOTU13505,6102,Hexacorallia,subclass,1,Metazoa,Cnidaria,Anthozoa,,,,
MOTU13506,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13507,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13508,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13509,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13510,131567,cellular organisms,no rank,1,,,,,,,
MOTU13511,50949,Navicula,genus,0.9938,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
MOTU13512,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13513,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13514,2759,Eukaryota,superkingdom,0.8953,,,,,,,
MOTU13515,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13516,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU13517,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13518,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13519,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13520,2836,Bacillariophyta,phylum,0.9977,,Bacillariophyta,,,,,
MOTU13521,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13522,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13523,33634,Stramenopiles,no rank,1,,,,,,,
MOTU13524,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13525,2759,Eukaryota,superkingdom,0.9999,,,,,,,
MOTU13526,131567,cellular organisms,no rank,1,,,,,,,
MOTU13527,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13528,131567,cellular organisms,no rank,1,,,,,,,
MOTU13529,1206795,Lophotrochozoa,no rank,0.9628,Metazoa,,,,,,
MOTU13530,2759,Eukaryota,superkingdom,0.9999,,,,,,,
MOTU13531,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13532,1,root,no rank,1,,,,,,,
MOTU13533,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13534,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13535,2759,Eukaryota,superkingdom,0.9934,,,,,,,
MOTU13536,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13537,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13539,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13540,136419,Cercozoa,no rank,1,,,,,,,
MOTU13541,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13542,36116,Nerillidae,family,0.9947,Metazoa,Annelida,Polychaeta,,Nerillidae,,
MOTU13543,136419,Cercozoa,no rank,0.9636,,,,,,,
MOTU13544,131567,cellular organisms,no rank,1,,,,,,,
MOTU13545,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13546,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13547,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13548,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU13549,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13550,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13551,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13552,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13553,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
MOTU13554,211030,Oligotrichia,subclass,0.9854,,,Spirotrichea,,,,
MOTU13555,33674,Thraustochytriaceae,family,1,,,Labyrinthulomycetes,,Thraustochytriaceae,,
MOTU13556,50949,Navicula,genus,1,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,
MOTU13557,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU13558,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13559,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13560,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13561,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13562,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13563,2864,Dinophyceae,class,0.9691,,,Dinophyceae,,,,
MOTU13564,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13566,1,root,no rank,1,,,,,,,
MOTU13567,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13568,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13569,2759,Eukaryota,superkingdom,0.9994,,,,,,,
MOTU13570,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13571,2759,Eukaryota,superkingdom,1,,,,,,,
