OTU_ID,taxID,taxon,rank,score,kingdom,phylum,class,order,family,genus,species
MOTU7106,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7107,2759,Eukaryota,superkingdom,0.998,,,,,,,
MOTU7108,1,root,no rank,1,,,,,,,
MOTU7109,33213,Bilateria,no rank,1,Metazoa,,,,,,
MOTU7110,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7111,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7112,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7113,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7114,131567,cellular organisms,no rank,1,,,,,,,
MOTU7115,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7116,131567,cellular organisms,no rank,1,,,,,,,
MOTU7117,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7118,131567,cellular organisms,no rank,1,,,,,,,
MOTU7119,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7120,1,root,no rank,NA,,,,,,,
MOTU7121,1,root,no rank,1,,,,,,,
MOTU7122,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU7123,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7124,1,root,no rank,NA,,,,,,,
MOTU7125,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7126,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7127,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7128,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7129,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7130,131567,cellular organisms,no rank,1,,,,,,,
MOTU7131,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7132,1,root,no rank,1,,,,,,,
MOTU7133,33634,Stramenopiles,no rank,1,,,,,,,
MOTU7134,2759,Eukaryota,superkingdom,0.9925,,,,,,,
MOTU7135,6821,Amphipoda,order,1,Metazoa,Arthropoda,Malacostraca,Amphipoda,,,
MOTU7136,1,root,no rank,1,,,,,,,
MOTU7137,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7138,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7139,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7140,1,root,no rank,NA,,,,,,,
