"obs","pval","site","Marker"
0.0196381192405105,1e-04,"Kāneʻohe","18S"
0.0102181603207726,1e-04,"Lanikai","18S"
0.0153532270084215,1e-04,"Maunalua","18S"
0.0220297744180714,1e-04,"Waimānalo","18S"
