"obs","pval","site","Marker"
0.0233516566064685,1e-04,"Kāneʻohe","COI"
0.0119874215801431,1e-04,"Lanikai","COI"
0.0132924057623081,1e-04,"Maunalua","COI"
0.0215742331994028,1e-04,"Waimānalo","COI"
