ratio,zeta.order,Marker
0.5705966875898056,1,COI
0.7285619615639497,2,COI
0.811351646352556,3,COI
0.8524663677130044,4,COI
0.8921620199894792,5,COI
0.8879716981132076,6,COI
0.9249667994687915,7,COI
0.9490308686288587,8,COI
0.93267776096823,9,COI
0.9610705596107055,10,COI
0.9599156118143459,11,COI
0.9643956043956045,12,COI
0.9247948951686418,13,COI
0.9517003449975358,14,COI
0.7959606421543242,15,COI
