"obs","pval","site","Marker"
0.222879299965095,0.001,"Kāneʻohe","COI"
0.222265937103377,0.001,"Lanikai","COI"
0.246279591579771,0.001,"Maunalua","COI"
0.359292801177693,0.001,"Waimānalo","COI"
